"respid","rlh","prop.corr","ind.coef_1","ind.coef_2","ind.coef_3","ind.coef_4","ind.coef_5","ind.coef_6","ind.coef_7","ind.coef_8","ind.coef_9","ind.coef_10","ind.coef_11","ind.coef_12","ind.coef_13","ind.coef_14","ind.coef_15","ind.coef_16","ind.coef_17","ind.coef_18","ind.coef_19","ind.coef_20","ind.coef_21","ind.coef_22","ind.coef_23","ind.coef_24","ind.coef_25","cls.memb","cls.memb.prob_1","cls.memb.prob_2","cls.memb.prob_3","version","pick_1","pick_2","pick_3","pick_4","pick_5","pick_6","pick_7","pick_8","pick_9","pick_10"
"93","0.30462870974955625","0.5","0","-4.9069920991806297","0","1.9752865289382413","2.3184743609659297","2.1051653301531239","2.1842902735802965","0","-0.3792121070591859","0","-0.21942896650936622","0","-0.17054801682952817","0","-0.26214968176341596","0","-0.20974658995867032","0","-0.22253551213907546","0","-0.06556111906700153","0","-0.23745125066187409","0","-0.39846679120817413","1","0.97783780268654186","0.022162086631561939","1.1068189649010751E-07","18","3","2","3","2","3","1","2","3","2","3"
"94","0.80757162471431698","1","0","-8.0278574645110314","0","1.2365562391783711","-1.683113858392761","-4.2198246271829198","-6.2369145201312861","0","-0.23603146092831173","0","-0.43424814186982641","0","-0.20677425046725431","0","-0.23819339234962403","0","-0.55931561445957911","0","-0.2282901673228441","0","-0.12364702592236042","0","-0.09665428523932032","0","-0.047494135111353059","3","0.0034961802233989666","1.2384356896030075E-14","0.99650381977658931","10","1","1","1","1","1","1","1","1","1","1"
"95","0.86337546469481807","1","0","-2.4714130591255574","0","2.766213659005297","4.7808985736628609","6.9105744088554966","8.8191412652304386","0","-0.14534313101365082","0","-0.15540937765249369","0","-0.20554824171924471","0","-0.20136394044613801","0","-0.15197974394852762","0","-0.22016934076958061","0","-0.14850855908168617","0","-0.24745032318299945","0","-0.4778066338425152","2","0.00025968592585503799","0.99974031407414443","9.0217282056074847E-16","8","3","3","3","3","3","3","3","3","3","3"
"96","0.60749009962210943","0.80000000000000004","0","-4.5230295737903514","0","2.3860664013888178","4.9525517550258584","4.0748419628420525","1.4956785794025724","0","-0.10357685835701816","0","-0.16639004146436026","0","-0.19060244696133491","0","-0.047353142812036911","0","-0.21858391964229057","0","-0.2234367005599254","0","-0.2033336801805242","0","-0.30432307285526489","0","-0.082089782108860088","1","0.9999710033702911","2.8975790515109017E-05","2.0839193081119827E-08","7","2","2","2","1","3","2","2","3","2","2"
"97","0.34059837654445801","0.40000000000000002","0","-5.047099443730767","0","2.999388052605676","2.3921528393593343","2.3124068317589104","2.8275173567794241","0","-0.38168084845394812","0","-0.14553597133823551","0","-0.08927298934480879","0","-0.17039438481473909","0","-0.20325823648397409","0","-0.2340450937595551","0","-0.059665023136617729","0","-0.077405358072075131","0","-0.13960708090660695","1","0.99460407777223891","0.0053934365432605188","2.4856845004814898E-06","9","3","2","2","3","1","2","3","2","3","1"
"98","0.60413866500091706","0.90000000000000002","0","-3.9512677353355703","0","2.6387819208494006","5.6041751942013862","6.1336522715467217","4.5427341566638297","0","-0.49074270366182121","0","0.078786045685344183","0","-0.2118277483477578","0","0.33140177703440687","0","0.060358865591598164","0","-0.21612977479087486","0","-0.22322311124684829","0","-0.2303549790735383","0","-0.36088169288343475","1","0.9297828422167973","0.070217157728666935","5.4535582250403807E-11","14","3","2","3","3","2","2","3","2","2","3"
"99","0.40471385341427696","0.59999999999999998","0","-4.0263188605632649","0","2.5026851210650056","2.2444124040766922","2.4819082378593578","3.132388722060639","0","-0.7166723629550249","0","-0.44234069464588327","0","-0.19917935324190686","0","-0.080283615832706545","0","-0.088808643135777549","0","-0.21733291782492467","0","-0.11902264577114269","0","-0.63566058950902227","0","-0.41309328697815634","2","0.37578010934804634","0.62421988713072663","3.5212277306190246E-09","15","3","3","3","2","1","1","3","3","3","2"
"100","0.30160140289790749","0.5","0","-6.4992306719433994","0","1.2940086828610551","0.40195820088674888","0.78340312705930271","0.22093382059589456","0","-0.3582862044674352","0","-0.066840789680752549","0","-0.10574499803934273","0","0.086420115754493626","0","-0.23629503233629226","0","-0.21678414407071528","0","-0.021498053197141972","0","-0.45124528790486157","0","-0.32747930459675934","1","0.99974823300993843","0.00018880222805571731","6.2964762005939348E-05","12","2","1","3","1","1","3","3","3","3","1"
"101","0.44957245417586311","0.80000000000000004","0","-6.0117028869271678","0","1.2331012781763302","1.0078197943348226","2.7483009651022585","2.2942498590281528","0","0.24201726118873396","0","0.083635538339724036","0","-0.1294069612758604","0","-0.1728650655289819","0","-0.19313226830845689","0","-0.20299749792641611","0","-0.050505457924696448","0","-0.59599254551487735","0","-0.15846379880588554","2","0.46383366759367872","0.53616633184195439","5.6436761517048132E-10","7","3","2","3","2","3","1","3","2","3","3"
"102","0.33191903093757325","0.5","0","-4.7216122846449426","0","2.7163356267987364","3.1610798155380668","3.5089604342385776","2.8812146550387379","0","-0.3609063444061682","0","-0.12120440573895919","0","-0.18905777779949917","0","-0.016165736495979906","0","-0.078541130305059229","0","-0.20864089151868903","0","-0.098932328564766123","0","-0.1114381543947002","0","-0.21929064870823239","1","0.94621224387485736","0.053787747660551846","8.4645908801116005E-09","20","2","3","2","2","3","2","1","2","3","3"
"103","0.94357479652270404","1","0","6.445932498075579","0","3.3518897465606337","2.6637605603471908","1.6173192851668794","0.40440270585614879","0","-0.72434822553287859","0","-0.75491553920132681","0","-0.23179409007273369","0","-0.66539351512514189","0","-0.29540391506358937","0","-0.23019397009419917","0","-0.35739477001654585","0","-0.69155361246740121","0","-0.44824232053702562","3","6.7120519408611578E-16","1.0149371336625927E-10","0.99999999989850608","8","4","4","4","4","4","4","4","4","4","4"
"104","0.28261125398552156","0.5","0","-0.079057325297938144","0","3.2459898742531199","2.6140205873162552","2.4127871559219805","2.296653526229449","0","-0.30107527980464704","0","-0.1474650141275014","0","-0.11476890488910609","0","-0.86053275843764987","0","-0.12141290249144356","0","-0.20301098888579858","0","-0.36135179120230998","0","-0.43228106339593381","0","-0.44207974638361192","1","0.74385213352855073","0.25614395805038426","3.9084210642032353E-06","10","2","3","3","2","4","3","2","3","2","1"
"105","0.42207986437931305","0.59999999999999998","0","-5.0656974001256314","0","2.8259388643593244","3.4794632923251569","1.9632544900664917","1.5558522584733971","0","-0.42670206515987208","0","-0.35631150877667395","0","-0.13193420428261982","0","0.077224740740689121","0","-0.57859619379899518","0","-0.24700211592716392","0","-0.01896688851235373","0","-0.30773417454909302","0","-0.16504237607293473","1","0.99952331413282547","0.00046796495337733831","8.7209137967466327E-06","13","2","2","1","2","2","2","3","1","3","2"
"106","0.9438806724453126","1","0","6.4034778875964697","0","3.3706535513297529","2.6639198635057162","1.6727108501141932","0.53155780408355457","0","-0.73062078683418419","0","-0.75966894325279066","0","-0.23393732570613587","0","-0.64071415972844392","0","-0.29251906335521571","0","-0.23366011390682279","0","-0.34943842746879561","0","-0.74288155739964357","0","-0.43839492058576646","3","1.4078047061831871E-15","8.7328844601265733E-09","0.99999999126711359","9","4","4","4","4","4","4","4","4","4","4"
"107","0.38563253360789868","0.69999999999999996","0","2.9151211395585874","0","3.0290904495643076","4.4148600088207237","4.7885964446937423","5.0714476142506433","0","-0.41524563686568283","0","-0.63374582338989183","0","-0.2748069456497273","0","-0.36564527943944647","0","-0.24222618452112796","0","-0.24150491886325015","0","-0.39328331510613856","0","0.10108351220297471","0","-0.58077641139531222","2","0.0014299382647818509","0.99857005881071703","2.924501236755804E-09","3","3","4","3","3","4","3","2","3","2","3"
"108","0.63230908835851307","1","0","-5.225048033744824","0","3.1970672333797974","3.2579826783775987","0.41237571653241095","-1.9974816820534727","0","-0.30104995825796599","0","-0.40753670888623567","0","-0.3544568335194544","0","-0.25596375718460757","0","-0.32783656711444181","0","-0.23190702364404353","0","-0.27301562637383198","0","-0.12216309037081965","0","-0.032102448275663449","1","0.99713969993788554","3.3553613628154097E-06","0.0028569447007519414","18","1","1","2","2","2","2","2","1","2","2"
"109","0.61263748409109497","0.90000000000000002","0","-6.257698619991606","0","2.6514919104849248","4.1472520843080005","1.6682880710604622","-0.84190844270470588","0","-0.19127221922743071","0","0.041844919647756676","0","-0.18210317634103279","0","-0.082092922306106167","0","-0.22617083756363304","0","-0.22889187347485807","0","-0.25443880924134121","0","0.34326508766131886","0","0.0091002566627928147","1","0.9999899901591951","9.3445077326924624E-08","9.9163957272699052E-06","16","2","2","2","2","3","2","2","2","1","3"
"110","0.94515151500503936","1","0","6.3666258772472739","0","3.3496773123339043","2.5700882816681787","1.5820574638157274","0.46492511327764247","0","-0.71200899642775972","0","-0.71914059712467115","0","-0.23580531427541637","0","-0.67897804627471126","0","-0.28375566956012871","0","-0.23630759322451148","0","-0.36855872608568596","0","-0.74014446670085732","0","-0.45079343354951357","3","2.4089671684723084E-16","5.4958902152720013E-09","0.99999999450411003","13","4","4","4","4","4","4","4","4","4","4"
"111","0.6616202758956492","0.90000000000000002","0","-4.9832296113749885","0","3.3140357091173054","3.6452296558806685","0.70317370758984321","-1.648199487417265","0","-0.55486587353102523","0","-0.40101937253943565","0","-0.19085205947996439","0","-0.17962164673379349","0","-0.27268261306744918","0","-0.22996320321819361","0","-0.22310539798151036","0","0.033220240656518574","0","-0.017135170626019377","1","0.99975732213925439","6.8084326460646334E-07","0.00024199701748036691","19","2","2","2","2","2","2","2","2","2","1"
"112","0.68692982076139342","0.90000000000000002","0","-3.5310397533335274","0","2.7564326830520418","3.2265942905866796","4.9303258474091036","6.2484705183807154","0","-0.050178145711605796","0","0.053274369607434216","0","-0.22767539603382345","0","-0.50984252111660311","0","-0.15846621441186282","0","-0.23757991382947111","0","-0.19610462024070818","0","-0.12844890187902613","0","-0.43531591376131534","2","0.001208942031929698","0.99879105796806922","1.2921161472855723E-15","11","2","3","3","3","3","3","3","3","3","3"
"113","0.71261567616653865","1","0","-4.108433330713722","0","2.2430551759710564","4.928016547766509","6.166051371287141","3.7226140729940029","0","-0.093612702398002332","0","0.12641285692821569","0","-0.17273579840750544","0","-0.022835750326635151","0","0.096401560181059914","0","-0.21369556334115292","0","-0.13132817669308713","0","-0.35813102627715898","0","-0.26994665360877745","1","0.78623978010008533","0.21376021988536775","1.454687474201941E-11","6","2","3","2","3","2","3","3","2","3","3"
"114","0.26044022701182673","0.5","0","-0.033683695628135502","0","3.1165860147761206","3.4614806477390521","2.135512378191045","1.2657593634402107","0","-0.33491538779976693","0","-0.30870150405209817","0","-0.30732617074473806","0","-0.58076701287356469","0","0.069096825271162121","0","-0.18583894360436171","0","-0.3595310432620657","0","-0.29815767999743081","0","-0.1048270140971044","1","0.99944059319222101","0.00028652546249089387","0.00027288134528889231","4","2","2","1","2","3","2","4","2","3","2"
"115","0.5011896305941872","0.80000000000000004","0","-4.6296497174811106","0","3.0195290375137773","2.3256076259903491","3.4959415446772506","2.8704622951031511","0","-0.35987169502116972","0","0.22404985616055959","0","-0.29133222799329439","0","-0.14929228811284398","0","-0.0054440469890573362","0","-0.22278482457760826","0","-0.20318525171479121","0","-0.50636425084696446","0","-0.47432706087973914","2","0.27145674226148364","0.72854325279027798","4.9482386142648345E-09","20","2","3","2","3","2","3","3","2","2","3"
"116","0.52803218840450505","0.90000000000000002","0","3.5777852373954664","0","3.1456071605235247","5.0382724779744441","5.6052206388736954","3.048830447978097","0","-0.44887748522835635","0","-0.19031533520924848","0","-0.14069064268038095","0","-0.59962716140564065","0","0.06374360298712857","0","-0.21539918101146296","0","-0.40030044663798248","0","-0.94833395708621171","0","-0.21505189834396901","2","0.0026896480772674752","0.99731015634832321","1.9557440898690199E-07","16","2","3","3","4","3","3","3","4","2","4"
"117","0.67265993821548997","0.90000000000000002","0","-4.2470378378929121","0","3.3916333453580827","5.2032476840417594","3.075170949926302","0.067946781959787428","0","-0.76303188409001377","0","-0.072842657229294602","0","-0.16996844961466118","0","-0.037712219700623745","0","-0.12181757618545391","0","-0.21705562346213905","0","-0.30723225359679707","0","-0.50658865609443349","0","-0.077602252311557776","1","0.99994086244959512","5.7057607120500398E-05","2.0799432844208895E-06","11","3","2","2","2","2","1","2","2","3","2"
"118","0.47239909202584179","0.59999999999999998","0","-4.2027990289713282","0","2.682774624026564","5.2849715417483036","4.859327907906966","3.4921595798443361","0","-0.37778268261562503","0","0.042448510395885347","0","-0.27067861593908221","0","0.04732765795632584","0","0.075312359486800609","0","-0.20782514578051622","0","-0.26646611393802511","0","-0.057125258874017898","0","-0.37939843675177309","1","0.99838281125971073","0.0016171883800072298","3.6028136742098539E-10","15","2","2","2","2","3","3","3","2","2","2"
"119","0.4169867245250336","0.69999999999999996","0","-4.3600720659443377","0","2.3724273408098231","3.9060892630361632","4.7459715896158334","4.3205955916235128","0","-0.0081997442534851271","0","-0.11138723832553339","0","-0.21358405306229808","0","-0.047730121251937797","0","-0.019266711474133089","0","-0.21189520166288164","0","-0.1023465835920068","0","-0.23576479756925778","0","-0.42998178059948067","2","0.45235373508384852","0.54764626486624624","4.9904606133212313E-11","5","2","3","3","3","2","3","2","3","2","3"
"120","0.37162006339656656","0.59999999999999998","0","3.7914306355449172","0","3.3021526912191965","4.6324222488501938","3.9661420534360574","1.4919561905915486","0","-0.59574307685327021","0","-0.038182237725973234","0","-0.22839816338301494","0","-0.75991470070710188","0","-0.095462689652723171","0","-0.20332322004064179","0","-0.40897692555318382","0","-0.64358187095557973","0","-0.19581105269678512","3","0.00018373115083264571","0.0016767879976907038","0.99813948085147741","7","2","4","4","2","2","4","2","4","2","4"
"121","0.42564035418662793","0.80000000000000004","0","-0.86701377773740074","0","2.4290103210494944","1.8460416231971544","-1.2143314837968786","-3.7900825080608933","0","-1.0604940682859252","0","-0.799383267823776","0","-0.17177958889859923","0","-0.33194662120463003","0","-0.45183396465732445","0","-0.24148820419537315","0","-0.16653786427802725","0","-0.53384309196638935","0","-0.28597520605005161","3","0.010439741313821232","1.1898700206702156E-08","0.98956024678747778","10","2","2","2","1","4","1","1","1","4","2"
"122","0.59808272102924054","0.90000000000000002","0","-3.6806763905141211","0","2.825071408411167","5.4916827452466865","4.988176394892454","2.5269211092235215","0","-0.51832408742511038","0","-0.044434377803652593","0","-0.15974980226274849","0","0.084348380672114129","0","-0.088817775440551736","0","-0.22954054901567422","0","-0.39420122899223353","0","-0.38625893606559053","0","-0.30122449007352586","1","0.99385949638928861","0.0061404912994130166","1.2311298376941809E-08","17","3","2","3","2","2","2","2","2","2","3"
"123","0.33342323863731327","0.59999999999999998","0","-4.6459499801445459","0","2.0700763324698208","3.0604351726920038","2.2036127840528241","2.0812479244753082","0","-0.3223218116189201","0","-0.17380876592802935","0","-0.16310662278598753","0","-0.35635567231581244","0","-0.27839353841247549","0","-0.21533977201762422","0","-0.31286555218102136","0","-0.26593846086520206","0","-0.21750434990765102","1","0.99745397643579337","0.0025459511452698117","7.2418936525250425E-08","7","2","3","2","1","2","3","2","1","2","3"
"124","0.51306120376834363","0.69999999999999996","0","2.2705110826988664","0","3.4873432075551118","4.7612581564488323","5.5430999405508716","6.021261554249973","0","-0.75893052649962067","0","-0.6766690200580846","0","-0.19378597573043294","0","-0.02264223518863338","0","-0.23121048332171601","0","-0.21925589846194771","0","-0.11628580034891642","0","-0.93393188265137117","0","-0.55180182119158583","2","0.00057838904149062952","0.9994216109563645","2.1456177479336017E-12","15","3","3","3","2","4","3","2","3","3","3"
"125","0.36826430342759253","0.5","0","-4.2655092151045579","0","2.7419441346156379","2.551292731926615","3.0681551847325848","2.9338797295710108","0","0.0088844619602684773","0","-0.10300687921650392","0","0.00055718469630833831","0","-0.62970323101010894","0","-0.16095104211337691","0","-0.20690758734241099","0","-0.19801402692055126","0","-0.33795145326763021","0","0.079918295807642148","1","0.90169809120047961","0.09830185922377975","4.9575740188692812E-08","5","3","2","3","1","3","3","2","3","2","1"
"126","0.49309141789017674","0.69999999999999996","0","-4.5445535585043748","0","2.6129677574353658","4.1140570658532027","2.9378649653192737","1.4040548910402715","0","-0.34039824097093047","0","-0.32959328266706184","0","-0.13227659754480867","0","-0.27750047485349816","0","-0.30518941413190936","0","-0.21496260909797474","0","-0.27484577258511611","0","0.60034316144000066","0","-0.11206809818301056","1","0.99979877878631274","0.00020091514805528664","3.0606563272774029E-07","13","2","2","1","2","2","3","2","2","2","3"
"127","0.69479480129709847","0.90000000000000002","0","0.92637595931462491","0","3.5027081246435787","5.7401459442907594","3.2899584772050781","0.21451061157590948","0","-0.91440895145758627","0","-0.50791253078955312","0","-0.16299533018657633","0","-0.070243129677059479","0","-0.095457299921255387","0","-0.22794809710929703","0","-0.30430676894002567","0","-0.61369124541516284","0","-0.24619846875246681","1","0.99993213215978594","2.990358746678535E-05","3.7964252747313128E-05","10","2","2","2","2","2","2","4","1","2","2"
"128","0.27989884903480722","0.69999999999999996","0","2.4852892498679142","0","3.7416027024789722","4.0432671639525326","3.2730867698178545","2.800772680016371","0","-0.74251000595744099","0","-0.25246699474412188","0","-0.16340438050261918","0","-0.5936838641206994","0","-0.17077001168493505","0","-0.22616774553631341","0","-0.41410332974336161","0","-0.65914182150967737","0","-0.52572172644508108","2","0.051042944640019988","0.92986925636583484","0.019087798994146411","20","2","3","2","2","4","2","2","4","3","4"
"129","0.33198096134871491","0.5","0","-6.100232815995672","0","0.69979783782353078","1.4160002571494072","1.3360113137743503","1.523938197873796","0","-0.17484425325105288","0","-0.36109774303556486","0","-0.30913825927511157","0","0.11613356415094302","0","-0.17590555116330592","0","-0.23765606900366229","0","-0.1698366734639723","0","-0.017128331120695041","0","-0.43287328677362219","1","0.99604739937440567","0.0039524910694801255","1.0955611484871798E-07","18","2","3","1","2","3","1","3","2","3","2"
"130","0.42851757780224781","0.5","0","-5.8081600669089157","0","0.47946285783529585","0.88202063224855076","2.4127583980032616","2.0444990613809311","0","0.12531353246901497","0","-0.1814869589664255","0","-0.24599334715766985","0","-0.12995749018538286","0","-0.033973643929571605","0","-0.23507607018258567","0","0.0039836786556645548","0","-0.58812821856076425","0","-0.40000855637119198","1","0.72982840257724613","0.27017159393036316","3.492390784777049E-09","14","2","2","2","1","3","3","3","3","2","1"
"131","0.8663984301915213","1","0","-2.8460446501839214","0","2.660042951913749","4.7239621517338888","7.1048627597117786","8.5597535537881768","0","-0.13219621656390679","0","-0.17914996255639554","0","-0.22077827263412175","0","0.002237246319589316","0","-0.11385037342754567","0","-0.22696456872499796","0","-0.10639310235924518","0","-0.33419049285587799","0","-0.3769228613362281","2","0.00096814593464892781","0.99903185406534989","9.6486235647812737E-16","9","3","3","3","3","3","3","3","3","3","3"
"132","0.35600607520933991","0.59999999999999998","0","0.14672680438874658","0","2.8704608968579644","0.46298843933402573","-1.9420846390023019","-3.9260266635597438","0","-0.62355965663730473","0","-0.56022269885183129","0","-0.19177734734192714","0","-0.46598538745930151","0","-0.52475978082532793","0","-0.24048099464569633","0","-0.25009511079207636","0","-0.34769431622447622","0","-0.16669094329113282","3","8.0815254843840249E-08","5.1605570553021266E-12","0.99999991917958442","10","4","1","1","4","1","1","4","1","1","4"
"133","0.48882924851134146","0.80000000000000004","0","0.5523510882037953","0","3.377972985159281","5.0394073992938955","2.6735062244386243","-0.035598694353594439","0","-0.90884841334782496","0","-0.37014769037475082","0","-0.37541636989700816","0","-0.082517867131570694","0","-0.15565342648871316","0","-0.21463000683652389","0","-0.33511175104739793","0","-0.34324054307191065","0","-0.2477403476619805","1","0.99958880670089101","0.00029200177076384425","0.00011919152834551127","6","1","2","2","4","2","2","2","2","2","2"
"134","0.4897438937878521","0.69999999999999996","0","0.65408724526991557","0","2.6093116931358296","-0.41928584482383108","-2.4044012018875653","-4.0767147916986923","0","-0.29418990162117903","0","-0.57607774118250832","0","-0.37074589997048552","0","-0.97199805417799945","0","-0.26231864688228884","0","-0.22586143029559369","0","-0.37717163325627773","0","-0.33580785615649189","0","-0.25702603513483901","3","3.1942326277544228E-11","2.4264025156418598E-12","0.99999999996563105","10","1","4","4","1","4","4","2","4","1","4"
"135","0.31294762432723827","0.69999999999999996","0","-0.34668690334562219","0","2.7933169819934909","3.0901623224183856","2.0973064961409649","2.1098493904087325","0","-0.86392248831529128","0","-0.82335609362821005","0","-0.26862514697760065","0","0.022227073141294986","0","-0.32857879450526684","0","-0.23903996647283002","0","-0.36584652521038236","0","-0.41781114357356364","0","-0.58554517959433738","1","0.54032183925991661","0.45963994410349346","3.8216636589683007E-05","14","3","3","4","3","2","2","1","2","3","2"
"136","0.49483251955984114","0.80000000000000004","0","-4.1443562247112711","0","2.5890005037595705","5.0441762750427408","4.3893912566593558","2.4418009467433714","0","-0.37694526695640462","0","-0.21250763312329557","0","-0.26509302650090599","0","0.12602280874662675","0","-0.1485212773787315","0","-0.2250529070442373","0","-0.11564602368897312","0","-0.34609840305023876","0","-0.23105712106284945","1","0.98653062125022828","0.013469369739311328","9.0104598561888374E-09","13","3","3","1","2","3","2","2","3","2","2"
"137","0.40602217636951121","0.69999999999999996","0","-4.1670070081472206","0","2.5809051560215166","3.7855302984837453","4.0268275296553249","2.7276550947592257","0","-0.050141785244161678","0","0.089508988811299192","0","-0.13211184810375473","0","-0.55976345504660796","0","-0.15737054616501678","0","-0.19073406509740884","0","-0.086552423451032021","0","-0.46201326971872192","0","-0.1061806048498551","1","0.96885416022196447","0.031145835847227275","3.9308084828170457E-09","6","2","3","2","3","1","2","2","3","3","3"
"138","0.66760637791380062","1","0","-0.92829157599501833","0","0.55647248124174609","-2.3461403806625185","-4.3189723889706446","-6.0794967669699647","0","-0.34911830987239512","0","-0.92844456303461775","0","-0.24661177738962389","0","-0.67184993319632236","0","-0.42791244345710522","0","-0.22785670469653935","0","-0.26008880704768461","0","-0.6704313673058796","0","-0.34762615026823007","3","1.7621213093734379E-12","1.3075723959561358E-14","0.99999999999822542","20","4","4","1","4","1","4","4","4","1","1"
"139","0.4062658900147611","0.69999999999999996","0","-4.7679761282503472","0","3.2814728904571027","2.4474004229143369","1.470334110662316","0.82094966379077661","0","-0.48437139733115331","0","0.14326436551437891","0","-0.12831568769205834","0","-0.60061329525385254","0","-0.095037489144056228","0","-0.238009468603464","0","-0.27803303101882765","0","-0.35039258446123817","0","-0.012119675689669202","1","0.99806897358060276","3.0249835511769455E-05","0.0019007765838852273","4","2","1","3","2","1","2","3","1","1","2"
"140","0.55679506007168711","0.90000000000000002","0","-3.7270416873732755","0","2.844155563904597","5.2546566075234784","5.3688818078912481","4.150147234242147","0","-0.33503933471773095","0","0.19810737040782336","0","-0.25687197822902635","0","-0.20799878452798476","0","-0.17446054759232893","0","-0.19969182135885283","0","-0.090547484162004033","0","-0.61260055003482272","0","-0.31632376804445106","1","0.6431767691814323","0.35682323052136217","2.9720596743298237E-10","9","2","3","2","2","3","3","2","3","2","3"
"141","0.68906412478198076","0.90000000000000002","0","-4.6802535314552918","0","2.2414315029174143","5.2640682557428606","4.3492910164016196","2.0471496871513915","0","-0.15792895088688105","0","-0.31740896288995218","0","-0.3112122706297818","0","0.20922688413849444","0","-0.14861415574796205","0","-0.22150144970894917","0","-0.10522287678816204","0","0.0066923999135302236","0","-0.2533569366384586","1","0.99957614377770276","0.00042385501011167636","1.2121848149625272E-09","5","2","3","2","2","2","3","3","2","2","2"
"142","0.51710709129076848","0.69999999999999996","0","-5.2172703690641233","0","3.0718419298029129","3.2920398420284402","0.89681054451554587","-1.2117408198828927","0","-0.5822793630789338","0","-0.29815695280296101","0","-0.15992188719713005","0","-0.10132112927117939","0","-0.64358955108576466","0","-0.24869411898877486","0","-0.19345121432500262","0","-0.033504188516455966","0","-0.11713114391552093","1","0.9995428988646774","2.0977002275998803E-05","0.00043612413304655937","13","1","2","1","2","2","2","2","1","2","2"
"143","0.61166465949700799","0.90000000000000002","0","-3.2510649896218782","0","3.2395777436658082","4.4336331163261038","4.0832405782609227","5.057623656809457","0","-0.30548664345351706","0","-0.12108943922625516","0","-0.25033700848668589","0","-0.67100395343560215","0","-0.41074169401181487","0","-0.22843547261639208","0","-0.25588122157514853","0","0.051358960087492134","0","-0.24935311451821968","2","0.07847347191993613","0.92152652806452839","1.5536046975103639E-11","11","2","3","2","3","3","3","2","2","3","3"
"144","0.80213687692207836","1","0","-6.6839138741204804","0","2.4548377038695088","-0.87933540205695337","-2.9659113866702596","-4.6304202498116274","0","-0.28766585755368601","0","-0.30346799336915775","0","-0.17910780764910214","0","-0.51957726386128633","0","-0.24574369997685483","0","-0.21972382609423247","0","-0.13765654903003788","0","-0.14731826501172696","0","-0.018681545278593035","3","0.0019132708168056558","5.7057092483168671E-12","0.9980867291774892","9","1","1","1","1","1","2","1","2","1","1"
"145","0.3042583293457386","0.5","0","-5.7853522734832454","0","1.1643387178324933","0.87583987767471405","1.1747702984689365","1.4443179957270755","0","-0.055148189621371975","0","-0.2863840227960528","0","-0.21012036830480615","0","-0.24258107026250064","0","-0.34225728162494035","0","-0.20604851775202385","0","-0.130592007952823","0","-0.38015352104267647","0","-0.3104962947291951","1","0.99106935185399792","0.0089301727765285603","4.7536947346687577E-07","9","2","3","2","3","3","1","3","3","1","1"
"146","0.94463571988588735","1","0","6.4957929035152793","0","3.3385382999633917","2.611560976090503","1.5309257517746555","0.31312673770416982","0","-0.71684855871598918","0","-0.74743413819543791","0","-0.23104668858748556","0","-0.66320434497591862","0","-0.29811392874140585","0","-0.23585629063895724","0","-0.36124935942473529","0","-0.69212932232207824","0","-0.44431266426971339","3","6.7120519408611578E-16","1.0149371336625927E-10","0.99999999989850608","8","4","4","4","4","4","4","4","4","4","4"
"147","0.43666515265713213","0.80000000000000004","0","-5.5850080734743299","0","1.8715964447333973","2.7724123876617317","0.3349448427546538","-0.8719273169794709","0","-0.4593446588131741","0","-0.45578197751713451","0","-0.15321811899204918","0","-0.2106567220620556","0","-0.46534543603352474","0","-0.22454243441180619","0","-0.19568566382411295","0","-0.20476546641186671","0","-0.070254364774604311","1","0.99969285046970269","5.6265699625892812E-07","0.00030658687330119576","11","1","2","2","2","3","1","2","2","1","2"
"148","0.34305072279418203","0.59999999999999998","0","-1.3078147438471097","0","2.4093716277961712","2.765656321611524","0.52988321768759616","-1.8775914483433986","0","-0.8240307479020581","0","-0.50254681452641703","0","-0.34065515330435625","0","0.11695938895678493","0","-0.15023208196400445","0","-0.22143634610127405","0","-0.37918971659972256","0","-0.23186776026151409","0","-0.56766841787115685","1","0.99150118279157562","3.1920287082261039E-05","0.0084668969213413051","6","1","2","2","2","2","1","4","2","2","2"
"149","0.41416670944616502","0.90000000000000002","0","-4.5068026048795353","0","3.1369101146584639","2.6219126641180353","3.2073586217930976","2.6098055178200661","0","-0.45412696042682421","0","0.12966614892314476","0","-0.25149304032852005","0","-0.12680145606451562","0","-0.052317835225957364","0","-0.22415078401275323","0","-0.14828792302795862","0","-0.50326585151895264","0","-0.47964574711199104","1","0.69680466860670265","0.30319527383484118","5.7558455300602465E-08","20","2","3","2","3","2","2","3","2","2","3"
"150","0.82055258765274131","1","0","-7.38514162741847","0","1.4676462242944279","-1.3735954878282999","-4.1286790819201613","-6.240019057566097","0","-0.30759421952027327","0","-0.55067164189483409","0","-0.19821564735697858","0","-0.53660061153404126","0","-0.45991371441917517","0","-0.22296659558466114","0","-0.1815549566182339","0","-0.1076761066477861","0","-0.17357864897670355","3","0.0018102050424966334","1.1593939087518246E-13","0.9981897949573878","15","1","1","1","1","1","1","1","1","1","1"
"151","0.4734259284458277","0.80000000000000004","0","-3.2674606086824887","0","3.4795829113335222","2.9051419634427895","3.3622878024770442","3.4795409377628319","0","-0.65128550648050332","0","-0.2045469568028033","0","-0.22041284886468898","0","-0.23330478444149522","0","-0.13470177989078963","0","-0.22665437253289927","0","-0.21626255707413064","0","-0.78966863487277339","0","-0.57035183537664014","2","0.044390519526043976","0.95560947677780694","3.6961492118587835E-09","3","3","3","1","2","3","3","1","3","1","3"
